#	Map name	Author	Environment	Uploaded at	UID	MapType	Notes	YN Rating	YN Votes	5-Star Avg	5-Star Total
282	GHC2! #20 Magnet Chaos	dogestar_tm	Canyon	2025-12-21T21:43:16.863	fQCg2UAiFMm1r9FhhkwDas_ygs4	GoalHuntArena		/5	0	4.1/5	11
283	GHC2! #21 Winter Wonderland	dogestar_tm	Canyon	2025-12-21T21:58:18.626	8gMdIVP0OJl9UvbADYFEQ7tL1we	GoalHuntArena		/5	0	4.1/5	13
284	GHC2! #22 Snowy Castle	dogestar_tm	Valley	2025-12-22T03:12:18.193	3kq7b2PWJiotnAKwyKDKabNbOLg	GoalHuntArena		/5	0	4.1/5	9
285	GHC2! #23 Shiver Bay	dogestar_tm	Lagoon	2025-12-24T00:16:03.032	cZw7rokIRiEuKRTytyRLR4aPWn9	GoalHuntArena		/5	0	3.5/5	8
286	GHC2! #24 Christmas Square	dogestar_tm	Stadium	2025-12-24T00:49:48.18	s3oZLUyEdXk35eEB0MZ6m2H31j2	GoalHuntArena		/5	0	4.0/5	7
287	GoalHunt - AlienSignal				CY_2q_cDXvPKO07ICNaQOphLjY0			/5	0	3.3/5	7
288	The future is REALLY bright	rodger80	Stadium	2026-01-26T15:04:50.357	0lzsElcgT1KkMRi7AA9JhOxb2Tb	PursuitArena		/5	0	3.2/5	9
289	PURSUIT - Salon	jmtracks	Canyon	2026-02-23T23:14:46.496	ttj0Bw_ACkSta4uqfxj80_8iSh4	PursuitArena		/5	0	3.7/5	17
290	pursuit - my first map	aspymain	Lagoon	2026-02-25T21:18:02.706	eVSO1sFc2sYip8vlEv4OQ_pgqOe	PursuitArena		/5	0	3.6/5	9
291	Pursuit - three islands	aspymain	Lagoon	2026-02-27T12:18:04.018	O6dyHlHftJTD5Y0Kj2rlcr7FsN1	PursuitArena		/5	0	3.4/5	5
292	Pursuit - Big Village	aspymain	Valley	2026-03-21T15:05:52.162	b0838y0TaQdkxQCZEG1ZwLVK0q2	PursuitArena		/5	0	4.1/5	7
293	Pursuit - snail race				4VL0mPspn7oAkNaIPkTSds2KA40			/5	0	4.6/5	7
294	Goal Hunt - map name				Vo4FS0SqRkxTjtw3TKQ8wzON0O5			/5	0	4.1/5	7
295	Pursuit - IslandCar Vs BayCar	jmtracks	Canyon	2026-03-14T22:39:55.376	sQkgqquk_sNj73lS2me91lrVZNi	PursuitArena		/5	0	4.4/5	8
296	Pursuit - wanted to make a -1 star map, deal with it	dogestar_tm	Valley	2026-03-29T15:38:26.088	T45ZfL8kMr390_VlsTUKI5RZ8F0	PursuitArena		/5	0	3.3/5	6
297	PRIL FOOLS #1	krongtekk	Stadium	2026-03-10T17:27:27.967	_wU_BDYSLIXkV_SdQFOeVuf_hA9	PursuitArena		/5	0	4.2/5	14
298	Pursuit - 6^3				f_jrojLYyvhRFq6i1NYUAq6aZZ8			/5	0	4.0/5	4
299	Pursuit - The Mall &#039;&#039;&#039;&#039;	fabio_m	Stadium	2016-02-24T18:26:12.923	9zMow0b58EphH0h5ek_Aapvmjzc	Race		/5	0	5.0/5	3
300	Pursuit - Community Map #04	domino54	Canyon	2019-01-09T23:26:03.713	TISJLeThBMr8PQ1rNSDxktLk6Zi	PursuitArena		2.7/5	489	3.3/5	548
